adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/kVGUdR1CXKAyCFj5Tt4uyR2bpFx.jpg,"[36, 18]",273895,en,Selma,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.",25.698,/wq4lhMc4BuOyQqe1ZGzhxLyy3Uk.jpg,2014-12-25,Selma,False,7.4,2115
False,/p0PJUCcRI2YoawVp8WR50E8LjSc.jpg,"[18, 10749, 35]",9454,en,EverAfter,"Danielle, a vibrant young woman is forced into servitude after the death of her father when she was a young girl. Danielle's stepmother Rodmilla is a heartless woman who forces Danielle to do the cooking and cleaning, while she tries to marry off the eldest of her two daughters to the prince. But Danielle's life takes a wonderful turn when, under the guise of a visiting royal, she meets the charming Prince Henry.",28.228,/9TspO5dThMBioF0DFrvy6YqrngH.jpg,1998-07-31,EverAfter,False,7.4,1385
False,/mPzUzA0iK50gBdMuux4Dojb7VQL.jpg,"[18, 37]",3110,en,Shane,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",19.965,/svr5ADpjXTCOQv8hmuJnB7I14Qv.jpg,1953-04-23,Shane,False,7.4,554
False,/8b4vDh7hNSLZKyAYUnZJalExbJb.jpg,"[80, 18, 53]",388,en,Inside Man,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",37.801,/wqbvzu1D60ZmhNdC6EI888Yrg7g.jpg,2006-03-17,Inside Man,False,7.4,5529
False,/c7dFSqZQYqNNJVpacpIGZe3gkLW.jpg,"[16, 35, 14]",813258,en,Monster Pets: A Hotel Transylvania Short,Drac tries out some new monster pets to help occupy Tinkles for playtime.,28.679,/dkokENeY5Ka30BFgWAqk14mbnGs.jpg,2021-04-02,Monster Pets: A Hotel Transylvania Short,False,7.399,383
False,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"[16, 10751, 35, 14]",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",136.571,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,False,7.399,4846
False,/488roF3zG3SYA8kbp69UFor74Da.jpg,"[18, 28, 10752]",442065,en,The Last Full Measure,"The incredible true story of Vietnam War hero William H. Pitsenbarger, a U.S. Air Force Pararescuemen medic who personally saved over sixty men. Thirty-two years later, Pentagon staffer Scott Huffman investigates a Congressional Medal of Honor request for Pitsenbarger and uncovers a high-level conspiracy behind the decades-long denial of the medal, prompting Huffman to put his own career on the line to seek justice for the fallen airman.",20.992,/bMG8c80lyEkBXVgyHVqsdQhjgf6.jpg,2020-01-23,The Last Full Measure,False,7.399,420
False,/8wI0M7HDHhDsoxMCkcAVUx7O6DX.jpg,"[18, 28]",395991,en,Only the Brave,Members of the Granite Mountain Hotshots battle deadly wildfires to save an Arizona town.,34.482,/lC7WdUNLOJI3sllaDGNdFy2GT8g.jpg,2017-09-22,Only the Brave,False,7.4,1487
False,/gSIfujGhazIvswp4R9G6tslAqW7.jpg,"[18, 10751, 14]",11236,en,The Secret Garden,"A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.",20.751,/zf6h5dJ7wVG7LqMO9dhHGHVejzj.jpg,1993-08-13,The Secret Garden,False,7.399,843
False,/z07GWpT24sV7PDaaRKm71W63yAC.jpg,"[27, 35]",763,en,Braindead,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",21.553,/pa39D8TQs6aNw3hiUs4jLjHVUB0.jpg,1992-08-13,Braindead,False,7.399,1537
False,/3hU0tavXwvqydaoV728O6NbNiLP.jpg,"[10751, 18, 10402]",5123,en,August Rush,"Lyla and Louis, a singer and a musician, fall in love, but are soon compelled to separate. Lyla is forced to give up her newborn but unknown to her, he grows up to become a musical genius.",31.227,/oA6ZeICPINiS6YtD5WZeBaGVmuT.jpg,2007-11-21,August Rush,False,7.398,2578
False,/vT7xQpsw2J5Yz8G2FjxGDr7rYss.jpg,"[10749, 18]",533444,en,Waves,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,34.432,/3xbjL0z8iH8e8L3USyeKGQrBfuZ.jpg,2019-11-15,Waves,False,7.4,612
False,/yBov7O4eXDcBLDpZrOHZzFr8rIl.jpg,"[16, 35, 12, 10751]",459151,en,The Boss Baby: Family Business,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,76.737,/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg,2021-07-01,The Boss Baby: Family Business,False,7.397,2418
False,/lcyippCCbZOliGxX7HbTNyWf98q.jpg,"[12, 18]",87827,en,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",41.499,/mYDKm9HxImm8PRru3KbkHAe1cmk.jpg,2012-11-20,Life of Pi,False,7.397,12682
False,/pdhDFmVQSA0f5i5IL0gpWROjgZ5.jpg,"[10749, 35]",621,en,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",58.959,/6IGgKZh0ONwtGtr9iDW3M8ZUziO.jpg,1978-07-07,Grease,False,7.397,6940
False,/roYyPiQDQKmIKUEhO912693tSja.jpg,"[27, 18, 878]",447332,en,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,73.041,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,2018-04-03,A Quiet Place,False,7.396,13456
False,/m0CrcOOSUK6Ylf0pkGfGX0BdDq7.jpg,[18],414425,en,Mudbound,"In the post–World War II South, two families are pitted against a barbaric social hierarchy and an unrelenting landscape as they simultaneously fight the battle at home and the battle abroad.",23.28,/tf21kSKepMOlnorszWaiFwksKU4.jpg,2017-11-16,Mudbound,False,7.4,1183
False,/1WQ4bHXzS7DpGppkS2PcpFvpY7T.jpg,"[18, 14, 10770, 10751]",13189,en,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",23.543,/kGmpIkjVRWHQ97AiEXC0pLt5VtY.jpg,1984-10-09,A Christmas Carol,False,7.396,337
False,/nUum6wFpzOA9MIfqtpaaIA1V1hU.jpg,"[18, 14]",481432,it,Lazzaro felice,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.",18.155,/j4x1O6G0cbchHQwNsEZ0DntOJMJ.jpg,2018-05-31,Happy as Lazzaro,False,7.4,640
False,/7WJjFviFBffEJvkAms4uWwbcVUk.jpg,"[28, 12, 14]",451048,en,Jungle Cruise,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",43.226,/9dKCd55IuTT5QRs989m9Qlb7d2B.jpg,2021-07-28,Jungle Cruise,False,7.395,5415
False,/b65fJ6mlbkqYwsj9X7U8eSsuPOx.jpg,"[18, 35, 10749]",2898,en,As Good as It Gets,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",31.963,/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg,1997-12-19,As Good as It Gets,False,7.395,3596
False,/ysYBfA0VcbJic9CURRmR1QwWaKw.jpg,"[28, 12, 53]",1669,en,The Hunt for Red October,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!",41.762,/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg,1990-03-02,The Hunt for Red October,False,7.395,3074
False,/5sfbPsenSrbH8pzVMjEd0LUu50Y.jpg,"[27, 53]",794,en,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",44.866,/p0LcWxOIoBx0MEZMn8tFcrvDXR1.jpg,1976-06-25,The Omen,False,7.395,1914
False,/wbJ5tvyXK3ZK1kVdzenFYXFvfpH.jpg,"[18, 35, 10749]",603661,en,The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",25.381,/prbZxJxGcy07y60eq8lCGMciTYz.jpg,2021-12-09,The Hating Game,False,7.394,943
False,/rENYZSx6HFME7YLbbY0qGYayL7F.jpg,"[9648, 18, 53]",491584,ko,버닝,An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,33.573,/kXiF80o74fE9gf3Utf9moAI7ar0.jpg,2018-05-17,Burning,False,7.394,1484
False,/s3pniDBtG52O26WySm6HY0YLVWh.jpg,"[18, 36, 10749]",274109,es,Palmeras en la nieve,"Spain, 2003. An accidental discovery leads Clarence to travel from the snowy mountains of Huesca to Equatorial Guinea, to visit the land where her father Jacobo and her uncle Kilian spent most of their youth, the island of Fernando Poo.",19.72,/iIVqgTKbqt24bUTzMlyRX8kB1Ac.jpg,2015-12-25,Palm Trees in the Snow,False,7.4,516
False,/fKPgObonYgPgCdu88yjV7Hpn7Dp.jpg,"[28, 80, 53]",273481,en,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,72.62,/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,2015-09-17,Sicario,False,7.4,8154
False,/xdxfsLnbLp4B7dZh9GVKZc78VFj.jpg,"[12, 18, 28, 36]",11416,en,The Mission,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.",24.444,/6K9cG6LOOtySZF4D4xBu1MApC1N.jpg,1986-09-24,The Mission,False,7.4,1322
False,/ApB0mF2d5Oqioi3yxjuogiotSLI.jpg,[27],985,en,Eraserhead,"First time father Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child. David Lynch arrived on the scene in 1977, almost like a mystical UFO gracing the landscape of LA with its enigmatic radiance. His inaugural work, ""Eraserhead"" (1977), stood out as a cinematic anomaly, painting a surreal narrative of a young man navigating a dystopian, industrialized America, grappling not only with his tumultuous home life but also contending with an irate girlfriend and a mutant child.",23.564,/mxveW3mGVc0DzLdOmtkZsgd7c3B.jpg,1977-03-19,Eraserhead,False,7.392,2272
False,/qHngq19JZUGUcqbE30cQ83eO7iy.jpg,[35],760,fr,Les Aventures de Rabbi Jacob,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",21.154,/oYuCFxS2BGCHNGuv9No0GoP2DZf.jpg,1973-10-17,The Mad Adventures of Rabbi Jacob,False,7.4,928
False,/3yYNJeR6JynSE3Y1AfVIJQ6g3UX.jpg,[35],427,fr,Mon oncle,"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",17.954,/wH6RyPiXFy8INLbViVkchLVOmBc.jpg,1958-05-10,Mon Oncle,False,7.394,502
False,/CpLAfXgSNeNRRbRzPrTuzKmIHO.jpg,"[18, 35]",350,en,The Devil Wears Prada,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",72.935,/8912AsVuS7Sj915apArUFbv6F9L.jpg,2006-06-29,The Devil Wears Prada,False,7.394,11515
False,/4hEp8ZAycjitk7UOX0VpfSFnwRU.jpg,"[10752, 18, 36]",433247,en,First They Killed My Father,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,23.059,/5370jxJfZQY8TUZiiGkpNgvRwU9.jpg,2017-02-18,First They Killed My Father,False,7.393,636
False,/6LrSj1vsYALVLTf2RCCfJFWimM7.jpg,"[18, 53]",575,de,Das Experiment,Das Experiment is a shocking psycho thriller about the potential for brutality that humans hide. Even more shocking is the fact that it’s based on an actual occurrence — a 1971 psychological experiment at Stanford University that was aborted prematurely when the experimenters lost control.,16.836,/o6Yq5XcFfsmG5IVEy4qdJ8levmj.jpg,2001-03-07,The Experiment,False,7.393,1026
False,/64Btfwp7JWP7qTloYQcoqDaraN3.jpg,"[10751, 14, 35]",668461,en,Slumberland,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",24.129,/oGd2JUEtr0BZN3pK8yakmoZlVFq.jpg,2022-11-18,Slumberland,False,7.392,777
False,/k8IWwxApf3cVkv9bkAOQHbUveXE.jpg,"[28, 35]",439584,it,Smetto quando voglio - Ad honorem,"Has been an year since Pietro Zinni's gang got caught in the Sopox production laboratory and each of them locked up in different jails. From Regina Coeli jail, Pietro keep warning the authorities a fool syntetized nerve gas and he is ready to make a killing, but no one takes him seriously.",8.333,/n4uLV4vdMltzUoxeHQJNoDKoiOY.jpg,2017-11-30,I Can Quit Whenever I Want 3: Ad Honorem,False,7.392,947
False,/jm1oD3eB08LImSwL1LrzF9AJQ5b.jpg,[18],376867,en,Moonlight,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",36.726,/4911T5FbJ9eD2Faz5Z8cT3SUhU3.jpg,2016-10-21,Moonlight,False,7.392,6798
False,/ogKegWajhtkFUmDbCqsa2rJLwbn.jpg,"[12, 18, 10749, 10752, 37]",4476,en,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",28.562,/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg,1994-12-16,Legends of the Fall,False,7.392,2445
False,/45He7gApNQyDbqCDjxew9BnHzjf.jpg,"[18, 10749]",153,en,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",44.997,/4k4Yz08WGfbu8ITIjaG99XTeco8.jpg,2003-09-18,Lost in Translation,False,7.392,6971
False,/92LX2nflnkxHtmV2WRb4I4lSXsY.jpg,"[27, 53]",744857,es,Cuando acecha la maldad,"Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.",110.038,/iQ7G9LhP7NRRIUM4Vlai3eOxBAc.jpg,2023-10-05,When Evil Lurks,False,7.387,575
False,/friZ9n6AK1kecUoRdabdnMRjff6.jpg,"[12, 35, 18]",463257,en,The Peanut Butter Falcon,A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.,23.175,/qyQcRGvdW3VtxHR4fSDgPOePEip.jpg,2019-08-09,The Peanut Butter Falcon,False,7.391,1274
False,/xe43LKesFXjQgP4W1s2juf7Tb4t.jpg,[18],26638,it,Il deserto rosso,"In an industrializing Italian town, a married woman, rendered mentally unstable after a traffic accident, drifts into an affair with a friend of her husband.",18.905,/rGcTVdyhaGzMxPPRVApXre6F7SD.jpg,1964-09-04,Red Desert,False,7.391,422
False,/9iQWsXwjOMGDvTDdvCnpiyR0UG3.jpg,"[28, 53]",8681,en,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",96.713,/y5Va1WXDX6nZElVirPrGxf6w99B.jpg,2008-02-18,Taken,False,7.391,10745
False,/pmrDpyXvzC74kbB820uqfx4VkXz.jpg,"[35, 27]",814,en,An American Werewolf in London,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",37.345,/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,1981-08-21,An American Werewolf in London,False,7.392,2256
False,/sSalNFInZxGi0bmmIKJoDz5jI6n.jpg,"[10749, 18]",710356,en,2 Hearts,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",28.853,/a7bW3uKOMPBnmHs8gnlpfhTD8YQ.jpg,2020-10-16,2 Hearts,False,7.39,548
False,/zhceTJ7NOzgtTRkvmD5bumw74Lj.jpg,"[35, 10751]",19100,fr,Nos jours heureux,"Set in 1992, a manager Vincent has to run a children's holiday camp for three weeks and to face the unexpected concerning the place, his colleagues, various problems linked to children about the rooms, trips, their belongings...",12.422,/lTOm5grqVEIIkUzAsDHcKLrEkcv.jpg,2006-06-28,Those Happy Days,False,7.391,969
False,/h84z0EDepDePgaoiW9QSj8RjXED.jpg,"[16, 35, 9648, 10751, 14]",17681,en,Scooby-Doo! and the Witch's Ghost,"Scooby-Doo and the Mystery Gang visit Oakhaven, Massachusetts to seek strange goings on involving a famous horror novelist and his ancestor who is rumored be a witch.",37.927,/ljEEGImypBFGoXU7eZSTo4vE9nC.jpg,1999-10-05,Scooby-Doo! and the Witch's Ghost,False,7.389,393
False,/4rsomWxlqnHt3muGYK06auhOib6.jpg,"[10749, 18, 35]",818647,es,A través de mi ventana,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",70.344,/n0EIdj2qctC6OsMJXjpbSp9mjrm.jpg,2022-02-04,Through My Window,False,7.387,2947
False,/oblUNeHlwV3VsjB5ITMlco5ZSOF.jpg,"[12, 14, 35]",493529,en,Dungeons & Dragons: Honor Among Thieves,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",76.388,/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg,2023-03-23,Dungeons & Dragons: Honor Among Thieves,False,7.388,3066
False,/hUw44d6NAFd48xSCLkYb6GluXa7.jpg,"[37, 18, 9648]",11901,en,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",31.518,/AjkJCFkqanK1OZqiHxc6Kl2wPQO.jpg,1973-04-19,High Plains Drifter,False,7.388,1072
False,/92LX2nflnkxHtmV2WRb4I4lSXsY.jpg,"[27, 53]",744857,es,Cuando acecha la maldad,"Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.",110.038,/iQ7G9LhP7NRRIUM4Vlai3eOxBAc.jpg,2023-10-05,When Evil Lurks,False,7.387,575
False,/9zYXDMmhBKTbCbImJclf9hEbqZC.jpg,"[18, 36]",11710,de,Jeder für sich und Gott gegen alle,"The film follows Kaspar Hauser (Bruno S.), who lived the first seventeen years of his life chained in a tiny cellar with only a toy horse to occupy his time, devoid of all human contact except for a man who wears a black overcoat and top hat who feeds him.",11.687,/z1rBBE8NWociDQClr8y6Onv1X62.jpg,1974-11-01,The Enigma of Kaspar Hauser,False,7.387,300
False,/2WWs8PqWcx34CsvqvVVQahdvUw8.jpg,"[10402, 35, 10751, 14, 18]",10437,en,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",16.982,/ssrV29QSVVJuemBHho0Qx7pFYak.jpg,1992-12-10,The Muppet Christmas Carol,False,7.387,911
False,/ny6tm550dgayBvGtDTtLPV1UBPs.jpg,"[18, 10749]",649,fr,Belle de jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",15.103,/enq7agj0TPCVpSLCGWehrYHB5tB.jpg,1967-05-24,Belle de Jour,False,7.387,823
False,/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg,"[28, 12, 878]",284054,en,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",92.755,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,2018-02-13,Black Panther,False,7.386,21513
False,/2kqmEQZqime0G3ULgrKtAq3WVdH.jpg,[18],45317,en,The Fighter,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",31.057,/gmTLorYhXJZgdzUsUhvm1ZkRTl0.jpg,2010-12-10,The Fighter,False,7.4,4174
False,/7lHxbtHThosMRZdp9646K4zygVh.jpg,"[14, 35, 10749]",10849,en,The Purple Rose of Cairo,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",24.578,/ccsint43E44B7NGceEhVimD93Yt.jpg,1985-03-01,The Purple Rose of Cairo,False,7.386,960
False,/wPApsZx55cmLpd7lEeV29PmjiYl.jpg,[18],527,en,Once Were Warriors,"A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",17.323,/1nd4SsytVc96hy92g8NNVPD3mzf.jpg,1994-09-02,Once Were Warriors,False,7.386,395
False,/oq1AkrBDj8hRVJqC2NDFT5R1NEa.jpg,"[10749, 18]",659959,fr,Été 85,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",14.418,/etH2pm1eMxEjY2dlltpQGLVspv.jpg,2020-07-14,Summer of 85,False,7.385,768
False,/so5jtbB00IiW3dKbeI5JTdGNmK2.jpg,"[18, 35]",111969,en,Stuck in Love,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",28.976,/qw34d1M7GtE4GPf0eI8QBnUEA0T.jpg,2013-06-14,Stuck in Love,False,7.385,1837
False,/yInvVRrCmEypIt5hm0WvXkjxsQX.jpg,"[10402, 18, 10749]",10784,en,Cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",20.975,/fMhOeJ2TvuY46iYGmsowhgRXfnr.jpg,1972-02-13,Cabaret,False,7.4,834
False,/czfbhgM0cjFqPt4ARofDKgRHCyj.jpg,"[18, 10749]",5967,fr,Les Parapluies de Cherbourg,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",21.693,/7XHxvEo1C1GzbTkZuH8aAU8wOeV.jpg,1964-02-19,The Umbrellas of Cherbourg,False,7.385,719
False,/miavmZ9UTTCRSTDklhNKheZqvWg.jpg,"[10751, 14, 35, 12]",2899,fr,Astérix & Obélix Mission Cléopâtre,"The Egyptian Queen Cleopatra bets against the Roman Emperor, Julius Caesar, that her people are still great, even if the times of the Pharaohs has long passed. She vows (against all logic) to build a new palace for Caesar within three months. Since all her architects are either busy otherwise or too conservative in style, this ambivalent honor falls to Edifis. He is to build the palace and be covered in gold or, if not, his fate is to be eaten by crocodiles. Edifis calls upon an old friend to help him out: The fabulous Druid Getafix from Gaul, who brews a fantastic potion that gives supernatural strength. In order to help and protect the old Druid, Asterix and Obelix accompany him on his journey to Egypt. When Julius Caesar gets wind of the project succeeding, he has the building site attacked by his troops in order to win the bet and not lose face. But just like the local pirates, he hasn't counted on Asterix and Obelix.",39.331,/sDrF8Z2GaRQjYzDuusEABohmMir.jpg,2002-01-30,Asterix & Obelix: Mission Cleopatra,False,7.4,3344
False,/bwLQCW6LqmrJ6aJsevypcg93JCU.jpg,"[80, 18, 53]",1645,en,A Time to Kill,"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",31.998,/w8UCke112E9jrhjKcwG32kyhTx5.jpg,1996-07-24,A Time to Kill,False,7.385,2372
False,/fKrFGB96kVeJ9uE83Jc4fIWBgqO.jpg,"[18, 10752]",1116,en,The Wind That Shakes the Barley,"In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.",14.121,/9XquDdOGrlC0EAbPoOXALqS2dDh.jpg,2006-06-23,The Wind That Shakes the Barley,False,7.385,755
False,/6cwkM6dkWU4F9YM0JCIqLDK2Aue.jpg,"[27, 18, 14]",628,en,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",48.352,/2162lAT2MP36MyJd2sttmj5du5T.jpg,1994-11-11,Interview with the Vampire,False,7.385,5550
